1	250	0.0	28000.0	38.0	4.0	1024	1024
1	100	28000.0	30000.0	4.0	3.0	1024	1024
1	250	30000.0	47340.0	3.0	1.43	1024	1024
1	300	47340.0	47780.0	1.43	1.22	1024	1024
1	5	47780.0	48870.0	1.4	1.4	1024	1
1	5	48870.0	48880.0	1.4	1.4	1	1024
1	5	48880.0	48920.0	1.4	1.4	1024	1
1	5	48920.0	48930.0	1.4	1.4	1	1024
1	5	48930.0	48970.0	1.4	1.4	1024	1
1	5	48970.0	48980.0	1.4	1.4	1	1024
1	5	48980.0	49020.0	1.4	1.4	1024	1
1	5	49020.0	49030.0	1.4	1.4	1	1024
1	5	49030.0	49070.0	1.4	1.4	1024	1
1	5	49070.0	49080.0	1.4	1.4	1	1024
1	5	49080.0	49120.0	1.4	1.4	1024	1
1	5	49120.0	49130.0	1.4	1.4	1	1024
1	5	49130.0	49170.0	1.4	1.4	1024	1
1	5	49170.0	49180.0	1.4	1.4	1	1024
1	5	49180.0	49220.0	1.4	1.4	1024	1
1	5	49220.0	49230.0	1.4	1.4	1	1024
1	5	49230.0	49270.0	1.4	1.4	1024	1
1	5	49270.0	49280.0	1.4	1.4	1	1024
1	5	49280.0	49320.0	1.4	1.4	1024	1
1	5	49320.0	49330.0	1.4	1.4	1	1024
1	5	49330.0	49370.0	1.4	1.4	1024	1
