1	250	0.0	28000.0	38.0	4.0	1024	1024
1	100	28000.0	30000.0	4.0	3.0	1024	1024
1	250	30000.0	47340.0	3.0	1.41	1024	1024
1	300	47340.0	47840.0	1.41	1.22	1024	1024
1	5	47840.0	47870.0	1.3	1.3	1024	1
1	5	47870.0	47880.0	1.3	1.3	1	1024
1	5	47880.0	47920.0	1.3	1.3	1024	1
1	5	47920.0	47930.0	1.3	1.3	1	1024
1	5	47930.0	47970.0	1.3	1.3	1024	1
1	5	47970.0	47980.0	1.3	1.3	1	1024
1	5	47980.0	48020.0	1.3	1.3	1024	1
1	5	48020.0	48030.0	1.3	1.3	1	1024
1	5	48030.0	48070.0	1.3	1.3	1024	1
1	5	48070.0	48080.0	1.3	1.3	1	1024
1	5	48080.0	48120.0	1.3	1.3	1024	1
1	5	48120.0	48130.0	1.3	1.3	1	1024
1	5	48130.0	48170.0	1.3	1.3	1024	1
1	5	48170.0	48180.0	1.3	1.3	1	1024
1	5	48180.0	48220.0	1.3	1.3	1024	1
1	5	48220.0	48230.0	1.3	1.3	1	1024
1	5	48230.0	48270.0	1.3	1.3	1024	1
1	5	48270.0	48280.0	1.3	1.3	1	1024
1	5	48280.0	48320.0	1.3	1.3	1024	1
1	5	48320.0	48330.0	1.3	1.3	1	1024
1	5	48330.0	48370.0	1.3	1.3	1024	1
