1	250	0.0	28000.0	38.0	4.0	1024	1024
1	100	28000.0	30000.0	4.0	3.0	1024	1024
1	250	30000.0	47340.0	3.0	1.41	1024	1024
1	300	47340.0	47700.0	1.41	1.22	1024	1024
1	5	47700.0	47790.0	1.3	1.3	1024	1
1	5	47790.0	47800.0	1.3	1.3	1	1024
1	5	47800.0	47820.0	1.3	1.3	1024	1
1	5	47820.0	47830.0	1.3	1.3	1	1024
1	5	47830.0	47850.0	1.3	1.3	1024	1
1	5	47850.0	47860.0	1.3	1.3	1	1024
1	5	47860.0	47880.0	1.3	1.3	1024	1
1	5	47880.0	47890.0	1.3	1.3	1	1024
1	5	47890.0	47910.0	1.3	1.3	1024	1
1	5	47910.0	47920.0	1.3	1.3	1	1024
1	5	47920.0	47940.0	1.3	1.3	1024	1
1	5	47940.0	47950.0	1.3	1.3	1	1024
1	5	47950.0	47970.0	1.3	1.3	1024	1
1	5	47970.0	47980.0	1.3	1.3	1	1024
1	5	47980.0	48000.0	1.3	1.3	1024	1
1	5	48000.0	48010.0	1.3	1.3	1	1024
1	5	48010.0	48030.0	1.3	1.3	1024	1
1	5	48030.0	48040.0	1.3	1.3	1	1024
1	5	48040.0	48060.0	1.3	1.3	1024	1
1	5	48060.0	48070.0	1.3	1.3	1	1024
1	5	48070.0	48090.0	1.3	1.3	1024	1
